class_id,task_id,paper_id,year,session,variant,task_ref,subject,item,task_level,page,task_text,test_path,test_url
9,2017-esantion-test-2-ii-1,2017-esantion-test-2,2017,Esantion,Test 2,II.1,II,1,item,5,1 Identifică în reperele cronologice (A) limitele cronologice ale activității Societății Națiunilor.,!Teste examene 2016 - 2024/2017/Esantion/09_ist_test2_ro_es17.pdf,pdfs/2017-esantion-test-2.pdf#page=5
9,2017-esantion-test-2-ii-2,2017-esantion-test-2,2017,Esantion,Test 2,II.2,II,2,item,5,2 Studiază sursa B. 2 Definește termenul Societatea Națiunilor. 2,!Teste examene 2016 - 2024/2017/Esantion/09_ist_test2_ro_es17.pdf,pdfs/2017-esantion-test-2.pdf#page=5
9,2017-esantion-test-2-ii-3,2017-esantion-test-2,2017,Esantion,Test 2,II.3,II,3,item,5,"3 Formulează, cu cuvintele tale, scopul activității Societății Națiunilor.",!Teste examene 2016 - 2024/2017/Esantion/09_ist_test2_ro_es17.pdf,pdfs/2017-esantion-test-2.pdf#page=5
9,2017-esantion-test-2-ii-4,2017-esantion-test-2,2017,Esantion,Test 2,II.4,II,4,item,5,4 Propune două posibile acțiuni de politica externă prin care un stat ar putea arăta că respectă/ respinge prevederile Pactului Societății Națiunilor. Respectă: Respinge: 2 3 4,!Teste examene 2016 - 2024/2017/Esantion/09_ist_test2_ro_es17.pdf,pdfs/2017-esantion-test-2.pdf#page=5
9,2017-esantion-test-2-ii-5,2017-esantion-test-2,2017,Esantion,Test 2,II.5,II,5,item,5,5 Identifică în reperele cronologice (A) două dovezi că prevederile Pactului Societății Națiunilor încep a fi puse în aplicare. Explică alegerea. 2 3,!Teste examene 2016 - 2024/2017/Esantion/09_ist_test2_ro_es17.pdf,pdfs/2017-esantion-test-2.pdf#page=5
9,2017-esantion-test-2-ii-6,2017-esantion-test-2,2017,Esantion,Test 2,II.6,II,6,item,5,6 Apreciază rezultatele obținute de Societatea Națiunilor în menținerea integrității teritoriale a statelor în contra oricărei agresiuni externe. Argumentează răspunsul cu trimitere la două state europene. 2 3 4 5 Valorifică materialul suport și cunoștințele obținute anterior.,!Teste examene 2016 - 2024/2017/Esantion/09_ist_test2_ro_es17.pdf,pdfs/2017-esantion-test-2.pdf#page=5
9,2017-esantion-test-2-ii-7,2017-esantion-test-2,2017,Esantion,Test 2,II.7,II,7,item,6,7 Apreciază activitatea realizată de Societatea Națiunilor pentru a salva în mod eficace pacea Națiunilor. Formulează două argumente. 2 3 4 5,!Teste examene 2016 - 2024/2017/Esantion/09_ist_test2_ro_es17.pdf,pdfs/2017-esantion-test-2.pdf#page=6
9,2017-esantion-test-2-iii-essay,2017-esantion-test-2,2017,Esantion,Test 2,III.essay,III,essay,essay,6,"SUBIECTUL al III-lea (15 puncte) Studiază sursele A-С. SURSA A. „De la început mi -am impus această regulă de conștiință: să fac abstracție de mine însumi, să nu țin socoteala nici de originile mele, nici de familia mea. Să nu văd decât România, s ă nu cuget decât la ea. Nu se domnește asupra unui popor pentru sine, ci pentru acel popor. În aceasta constă onestitatea unui rege.” (Regele Ferdinand I al României (1914-1927)) SURSA B. „Art. 87 . Persoana regelui este inviolabilă. Miniștrii lui sun t răsp unzători. Nici un act al regelui nu poate avea tărie dacă nu va fi contrasemnat de un ministru, care prin aceasta chiar devi ne răspunzător de acest act.” (Din Constituția din 1923) SURSA C. „Art. 30. Regele este capul statului. Art. 31. Puterea legislativă se exercită de rege prin Reprezentațiunea națională […]. Regele sancționează și promulgă legile. Înainte de a i se da sancţiunea regală, legea nu e valabilă. Regele poate refuza sancţiunea. […] Art. 32 . Puterea executivă este înc redințată r egelui, care o exercită prin Guvernul său în modul stabilit prin Constituție. […]” (Din Constituția din februarie 1938) Item Scor Utilizează sursele pentru a argumenta, într -un text coerent, afirma ția: Monarhia ca instituție politică în România interbelică are putere diferită de la o etapă la alta. Notă: Formulează cel puțin trei argumente. 2 2 3 2 3 4 5 6 7 2",!Teste examene 2016 - 2024/2017/Esantion/09_ist_test2_ro_es17.pdf,pdfs/2017-esantion-test-2.pdf#page=6
9,2017-pretestare-test-i-1,2017-pretestare-test,2017,Pretestare,,I.1,I,1,item,3,"1 Studiază fotografia și informația adiacentă. Apreciază semnificația evenimentului pentru viața spirituală a Basarabiei. Argumentează răspunsul. Monumentul lui Ștefan cel Mare și Sfânt, dezvelit la 29 aprilie 1928, Chișinău 2 3",!Teste examene 2016 - 2024/2017/Pretestare/09_ist_test_ro_pr17.pdf,pdfs/2017-pretestare-test.pdf#page=3
9,2017-pretestare-test-i-2,2017-pretestare-test,2017,Pretestare,,I.2,I,2,item,3,2 Studiază caricatura. Autorul caricaturii consideră trainică sau fragilă alianța dintre cei doi șefi de stat semnatari ai Pactului Molotov-Ribbentrop? Argumentează răspunsul. 2 3,!Teste examene 2016 - 2024/2017/Pretestare/09_ist_test_ro_pr17.pdf,pdfs/2017-pretestare-test.pdf#page=3
9,2017-pretestare-test-i-3,2017-pretestare-test,2017,Pretestare,,I.3,I,3,item,3,"3 Numește evenimentul dramatic din istoria Japoniei în cel de-al Doilea Război Mondial, la care se referă harta alăturată. Argumentează răspunsul. 2 3",!Teste examene 2016 - 2024/2017/Pretestare/09_ist_test_ro_pr17.pdf,pdfs/2017-pretestare-test.pdf#page=3
9,2017-pretestare-test-i-4,2017-pretestare-test,2017,Pretestare,,I.4,I,4,item,3,4 Studiază schema. Determină dacă schema dată poate fi utilizată pentru a caracteriza regimurile politice din perioada interbelică. Argumentează răspunsul. 2 3,!Teste examene 2016 - 2024/2017/Pretestare/09_ist_test_ro_pr17.pdf,pdfs/2017-pretestare-test.pdf#page=3
9,2017-pretestare-test-ii-all,2017-pretestare-test,2017,Pretestare,,II.all,II,all,section,4,"SUBIECTUL al II-lea (23 de puncte) Studiază materialul suport și realizează sarcinile propuse. SURSA A. SURSA B. SURSA C. „Sovietizarea și comunizarea Basarabiei este reluată imediat după intrarea Armatei Roșii în provincie în martie 1944. […] Cea mai serioasă sarcină era cea a colectivizării, întrucât majoritatea populației era rurală, atașată proprietății private și nu dorea să intre în colhozuri sau sovhozuri. Inițial puterea sovietică a adoptat în aceste scopuri strategii mai mult sau mai puțin pașnice, prin diferite înlesniri, șantaj sau presiuni. Acestea însă nu a u avut sorți de izbândă. În iarna anului 1946 - 1947 puterea sovietică a declanșat o foamete în masă, care a cuprins to t teritoriul RSS M. […] numărul victimelor foametei din anii 1946-1947 în RSSM se ridică la cca. 200.000 persoane. […] Foametea însă n -a convins țăranul să intre în colhoz. […] Unul din momentele culminante ale terorii comuniste a coincis cu operațiunea lansată în noaptea de 5 spre 6 iulie 1949 […]. […] a fost înfăptuită strămutarea forțată în Siberia a 35 796 de persoane, dintre care 9 864 bă rbați, 14 033 femei și 11 889 copii. […] Pe drept cuvânt, eve nimentul a fost numit ulterior „ cea mai mare deportare a populației basarabene”. […] În urma deportării din iunie 1949, impactul dorit de autoritățile comuniste sovietice a depășit toate așteptările, indicatorul principal fiind evoluția ritmului de colectivizare în următoarele luni după eveniment. Astfel, numai în lunile iulie -noiembrie 1949 cota gospodăriilor țărănești care au intrat în colhozuri s-a majorat de la 32 la sută la 80 la sută din total, ca să se ridice la 97 la sută în ianuarie 1951. […] Frica de o nouă operațiune, de o amploare și mai mare, a determinat agricultorii individuali să renunțe la gospodăriile lor și să accepte compromisul cu regimul sovietic, un regim care dăduse de înțeles că nu va cruța nici un fel de protestatar ori rebel.” (Igor Cașu, Teroarea bolșevică în Moldova sovietică și reabilitarea memoriei) Teritoriul anexat de URSS (Basarabia și Bucovina de Nord) Nr. Item Scor Studiază sursele A și B. 1 Numește un eveniment ce a contribuit la anexarea Basarabiei de către URSS. Explică alegerea ta. 2 2 Descrie, utilizând hărțile, teritoriile incluse de autoritățile sovietice în componența RSSM. 2 3 4 Valorifică sursa C și cunoștințele obținute anterior. 3 Prezintă, după algoritmul propus, foametea organizată din RSSM. Cauze: Desfășurare: Consecințe: 2 3 4 5 4 Explică termenul colectivizare. 2 5 Identifică în sursă două metode puse în aplicare de autoritățile sovietice pentru a asigura realizarea colectivizării. 6 Formulează două dovezi pentru a arăta caracterul forțat al colectivizării realizate de autoritățile sovietice în RSSM. 2 3 4 Valorifică sursa C și cunoștințele obținute anterior. 7 Exprimă-ți opinia: Deportarea din noaptea de 5 spre 6 iulie 1949 – momentul culminant al terorii comuniste. Formulează două argumente. 2 3 4 5",!Teste examene 2016 - 2024/2017/Pretestare/09_ist_test_ro_pr17.pdf,pdfs/2017-pretestare-test.pdf#page=4
9,2017-pretestare-test-ii-1,2017-pretestare-test,2017,Pretestare,,II.1,II,1,item,5,1 Numește un eveniment ce a contribuit la anexarea Basarabiei de către URSS. Explică alegerea ta. 2,!Teste examene 2016 - 2024/2017/Pretestare/09_ist_test_ro_pr17.pdf,pdfs/2017-pretestare-test.pdf#page=5
9,2017-pretestare-test-ii-2,2017-pretestare-test,2017,Pretestare,,II.2,II,2,item,5,"2 Descrie, utilizând hărțile, teritoriile incluse de autoritățile sovietice în componența RSSM. 2 3 4 Valorifică sursa C și cunoștințele obținute anterior. 3 Prezintă, după algoritmul propus, foametea organizată din RSSM. Cauze: Desfășurare: Consecințe: 2 3 4 5",!Teste examene 2016 - 2024/2017/Pretestare/09_ist_test_ro_pr17.pdf,pdfs/2017-pretestare-test.pdf#page=5
9,2017-pretestare-test-ii-4,2017-pretestare-test,2017,Pretestare,,II.4,II,4,item,5,4 Explică termenul colectivizare. 2,!Teste examene 2016 - 2024/2017/Pretestare/09_ist_test_ro_pr17.pdf,pdfs/2017-pretestare-test.pdf#page=5
9,2017-pretestare-test-ii-5,2017-pretestare-test,2017,Pretestare,,II.5,II,5,item,5,5 Identifică în sursă două metode puse în aplicare de autoritățile sovietice pentru a asigura realizarea colectivizării.,!Teste examene 2016 - 2024/2017/Pretestare/09_ist_test_ro_pr17.pdf,pdfs/2017-pretestare-test.pdf#page=5
9,2017-pretestare-test-ii-6,2017-pretestare-test,2017,Pretestare,,II.6,II,6,item,5,6 Formulează două dovezi pentru a arăta caracterul forțat al colectivizării realizate de autoritățile sovietice în RSSM. 2 3 4 Valorifică sursa C și cunoștințele obținute anterior.,!Teste examene 2016 - 2024/2017/Pretestare/09_ist_test_ro_pr17.pdf,pdfs/2017-pretestare-test.pdf#page=5
9,2017-pretestare-test-ii-7,2017-pretestare-test,2017,Pretestare,,II.7,II,7,item,6,7 Exprimă-ți opinia: Deportarea din noaptea de 5 spre 6 iulie 1949 – momentul culminant al terorii comuniste. Formulează două argumente. 2 3 4 5,!Teste examene 2016 - 2024/2017/Pretestare/09_ist_test_ro_pr17.pdf,pdfs/2017-pretestare-test.pdf#page=6
9,2017-pretestare-test-iii-essay,2017-pretestare-test,2017,Pretestare,,III.essay,III,essay,essay,6,"SUBIECTUL al III-lea (15 puncte) Studiază sursele A-D. SURSA A. „Societatea informațională debutează în 1956 în SUA. Acum , pentru prima dată, „gulerele albe” depășeau „gulerele albastre”. Pentru prima dată în istorie cei mai mulți dintre americani lucrau cu informația în loc să producă bunuri. […] Noua bogăție este cunoașterea și nu banii.” (John Naisbitt, Megatendințe) SURSA B. „Aproape la fel de spectaculoasă ca declinul și dispariția țărănimii și mult mai universală a fost proliferarea [răspândirea – n.n.] unor ocupații care cereau studii medii și superioare. […] Între 1960 și 1980, ca să rămânem în Europa cea atât de școl ită, numărul studenților a crescut de trei sau patru ori în cele mai multe țări, în unele de patru -cinci ori, ca în Finlanda, Islanda, Suedia și Italia, de șapte până la nouă ori în Spania și Norvegia. […] Evident că, în cele din urmă – și mai ales în anii `80 –, clasa muncitoare a devenit vizibil victima noilor tehnologii. În special muncitorii necalificați sau semicalificați de la benzile de asamblare, care puteau mai ușor fi înlocuiți de mașini automate.” (Eric Hobsbawm, Secolul extremelor) SURSA C. SURSA D. Item Scor Utilizează sursele pentru a argumenta, într -un text coerent, afirmația: Revoluția tehnico- științifică transformă radical structura economică și socială a societății contemporane. Notă: Formulează cel puțin trei argumente. 2 2 3 2 3 4 5 6 7 2",!Teste examene 2016 - 2024/2017/Pretestare/09_ist_test_ro_pr17.pdf,pdfs/2017-pretestare-test.pdf#page=6
9,2017-sesiunea-de-baza-test-i-1,2017-sesiunea-de-baza-test,2017,Sesiunea de baza,,I.1,I,1,item,3,1 Studiază coperta cărții. Numește un fapt istoric pe care autorul îl poate oferi pentru a justifica titlul lucrării. Argumentează răspunsul. 2 3,!Teste examene 2016 - 2024/2017/Sesiunea de baza/09_ist_test_ro_sb17.pdf,pdfs/2017-sesiunea-de-baza-test.pdf#page=3
9,2017-sesiunea-de-baza-test-i-2,2017-sesiunea-de-baza-test,2017,Sesiunea de baza,,I.2,I,2,item,3,2 Studiază caricatura. Determină la ce evenimente din istoria Poloniei face trimitere autorul. Argumentează răspunsul. Inscripție: Polonia 2 3,!Teste examene 2016 - 2024/2017/Sesiunea de baza/09_ist_test_ro_sb17.pdf,pdfs/2017-sesiunea-de-baza-test.pdf#page=3
9,2017-sesiunea-de-baza-test-i-3,2017-sesiunea-de-baza-test,2017,Sesiunea de baza,,I.3,I,3,item,3,3 Studiază titlul articolului. Explică ce simbolizează căderea Zidului Berlinului pentru istoria Germaniei. Argumentează răspunsul. 2 3,!Teste examene 2016 - 2024/2017/Sesiunea de baza/09_ist_test_ro_sb17.pdf,pdfs/2017-sesiunea-de-baza-test.pdf#page=3
9,2017-sesiunea-de-baza-test-i-4,2017-sesiunea-de-baza-test,2017,Sesiunea de baza,,I.4,I,4,item,3,"4 Formulează, cu trimitere la poster, un obiectiv al politicii externe a Republicii Moldova la etapa actuală. Argumentează răspunsul. , 2 3",!Teste examene 2016 - 2024/2017/Sesiunea de baza/09_ist_test_ro_sb17.pdf,pdfs/2017-sesiunea-de-baza-test.pdf#page=3
9,2017-sesiunea-de-baza-test-ii-all,2017-sesiunea-de-baza-test,2017,Sesiunea de baza,,II.all,II,all,section,4,"SUBIECTUL al II-lea (23 de puncte) Studiază materialul suport și realizează sarcinile propuse. SURSA A. „PARLAMENTUL REPUBLICII MOLDOVA […], SUBLINIIND că fără consultarea popula ției din Basarabia, nordul Bucovinei și Ținutul Herța, ocupat e prin for ță la 28 iunie 1940, precum și a celei din RASS Moldovenească (Transnistria), formată la 12 octombrie 1924, Sovi etul Suprem al URS S, încălcâ nd chiar prerogativele sale constitu ționale, a adoptat la 2 august 1940 „Legea URSS cu privire la formarea RSS Moldovenești unionale ”, […] prin care s -a încercat, în absen ța orică rui temei juridic real, justificarea dezmembrării acestor teritorii și apartenența noii republici la URSS; REAMINTIND că în ultimii ani mi șcarea democratică de eliberare na țională a populației din Republica Moldova și-a reafirmat aspira țiile de libertate, independen ță și unitate na țională, exprimate prin documentele finale ale Marilor Adunări Na ționale de la Chi șinău din 27 august 1989, 16 decembrie 1990 și 27 august 1991, prin legile și hotărâ rile Parlamentului Republicii Moldova privind decretarea limbii române ca limbă de stat și reintroducerea alfabetului latin, din 31 august 1989, drapelul de stat, din 27 aprilie 1990, stema de stat, din 3 noiembrie 1990, și schimbarea denumirii oficiale a statului, din 23 mai 1991; […] ȚINÂND SEAMA de pro cesele ireversibile ce au loc în Europa și în lume de democratizare, de afirmare a libertă ții, independenței și unității naționale, de edificare a statelor de drept și de trecere la economia de piață; […] PROCLAMĂ […]: REPUBLICA MOLDOVA ESTE UN STAT SUVERAN, INDEPENDENT ȘI DEMOCRATIC, LIBER SĂ -ȘI HOTĂRASCĂ PREZENTUL ȘI VIITORUL, FĂRĂ NICI UN AMESTEC DIN AFARĂ, ÎN CONFORMITATE CU IDEALURILE ȘI NĂZUINȚELE SFINTE ALE POPORULUI ÎN SPAȚIUL ISTORIC ȘI ETNIC AL DEVENIRII SALE NAȚIONALE.” (Din Declarația de independență a Republicii Moldova, 27 august 1991) SURSA B. SURSA C. Teritoriul anexat de URSS la 28 iunie 1940 Nr. Item Scor Utilizează sursa A. 1 Scrie, utilizând sursa, limitele cronologice ale RSSM. 2 Utilizează sursele A, B și C. 2 Explică, utilizând hărțile, ce teritorii au fost dezmembrate de autoritățile sovietice pentru a crea RSSM. 2 3 4 Utilizează sursa A și cunoștințele obținute anterior. 3 Explică termenul Mare Adunare Națională. 2 4 Apreciază rolul Marilor Adunări Naționale în mișcarea democratică de eliberare națională. Formulează două argumente. 2 3 4 5 5 Numește evenimentul istoric legiferat de Parlamentul Republicii Moldova. 6 Explică, conform modelului propus, două cauze ce au determinat adoptarea documentului dat de către Parlamentul Republicii Moldova. Cauză externă Cauză internă 2 3 4 Utilizează sursa A și cunoștințele obținute anterior. 7 Apreciază importanța istorică pentru Republica Moldova a documentului votat de Parlament. Formulează două argumente. 2 3 4 5",!Teste examene 2016 - 2024/2017/Sesiunea de baza/09_ist_test_ro_sb17.pdf,pdfs/2017-sesiunea-de-baza-test.pdf#page=4
9,2017-sesiunea-de-baza-test-ii-2,2017-sesiunea-de-baza-test,2017,Sesiunea de baza,,II.2,II,2,item,5,"2 Explică, utilizând hărțile, ce teritorii au fost dezmembrate de autoritățile sovietice pentru a crea RSSM. 2 3",!Teste examene 2016 - 2024/2017/Sesiunea de baza/09_ist_test_ro_sb17.pdf,pdfs/2017-sesiunea-de-baza-test.pdf#page=5
9,2017-sesiunea-de-baza-test-ii-4,2017-sesiunea-de-baza-test,2017,Sesiunea de baza,,II.4,II,4,item,5,4 Apreciază rolul Marilor Adunări Naționale în mișcarea democratică de eliberare națională. Formulează două argumente. 2 3 4 5,!Teste examene 2016 - 2024/2017/Sesiunea de baza/09_ist_test_ro_sb17.pdf,pdfs/2017-sesiunea-de-baza-test.pdf#page=5
9,2017-sesiunea-de-baza-test-ii-3,2017-sesiunea-de-baza-test,2017,Sesiunea de baza,,II.3,II,3,item,5,3 Explică termenul Mare Adunare Națională. 2,!Teste examene 2016 - 2024/2017/Sesiunea de baza/09_ist_test_ro_sb17.pdf,pdfs/2017-sesiunea-de-baza-test.pdf#page=5
9,2017-sesiunea-de-baza-test-ii-5,2017-sesiunea-de-baza-test,2017,Sesiunea de baza,,II.5,II,5,item,5,5 Numește evenimentul istoric legiferat de Parlamentul Republicii Moldova.,!Teste examene 2016 - 2024/2017/Sesiunea de baza/09_ist_test_ro_sb17.pdf,pdfs/2017-sesiunea-de-baza-test.pdf#page=5
9,2017-sesiunea-de-baza-test-ii-6,2017-sesiunea-de-baza-test,2017,Sesiunea de baza,,II.6,II,6,item,5,"6 Explică, conform modelului propus, două cauze ce au determinat adoptarea documentului dat de către Parlamentul Republicii Moldova. Cauză externă Cauză internă 2 3",!Teste examene 2016 - 2024/2017/Sesiunea de baza/09_ist_test_ro_sb17.pdf,pdfs/2017-sesiunea-de-baza-test.pdf#page=5
9,2017-sesiunea-de-baza-test-ii-7,2017-sesiunea-de-baza-test,2017,Sesiunea de baza,,II.7,II,7,item,6,7 Apreciază importanța istorică pentru Republica Moldova a documentului votat de Parlament. Formulează două argumente. 2 3 4 5,!Teste examene 2016 - 2024/2017/Sesiunea de baza/09_ist_test_ro_sb17.pdf,pdfs/2017-sesiunea-de-baza-test.pdf#page=6
9,2017-sesiunea-de-baza-test-iii-essay,2017-sesiunea-de-baza-test,2017,Sesiunea de baza,,III.essay,III,essay,essay,6,"SUBIECTUL al III-lea (15 puncte) Studiază sursele A-C. SURSA A. „Revoluția tehnică din secol ul al XIX -lea ia avânt în Europa între cele două războaie. Electricitatea și alimentarea cu apă pentru consumul casnic se generalizează în toate orașele și se extinde rapid și în sate. Mijloacele de transport și mijloacele de comunicare la distanță puse la punct la începutul secolului cunosc o dezvoltare fără precedent, modificând condițiile de viață și obiceiurile europenilor și contribuind la informarea acestora […]. […] Cinematograful cunoaște și el o dezvoltare deosebită. […] peste tot unde a pătruns cinematograful, fie în orașe, unde, între cele două războaie „sălile de cartier” s -au înmulțit, fie la sate, unde în anumite regiuni ajung operatorii ambulanți […], acesta a contribuit la schimbarea mentalităților și a condițiilor de viață.” (Serge Berstein, Pierre Milza, Istoria Europei) SURSA B. „Radioul transformă viața celor săraci și mai ales a femeilor sărace, silite să stea tot timpul acasă, așa cum n-o mai făcuse nimic până atunci. Aducea lumea în casa lor. […] inovațiile introduse în cultura radiof onică […] au devenit parte integrantă a vieții de zi cu zi – comentarii sportive, buletine de știri, emisiuni cu personalități celebre, seriale de tot felul.” (Eric Hobsbawm, Secolul extremelor) SURSA C . Imagini din perioada interbelică (poster publicitar , afiș cinema, copertă de revistă, fotografie de epocă). Item Scor Utilizează sursele pentru a argumenta, într -un text coerent, afirmația: Dezvoltarea științei și tehnicii schimbă realitățile din viața cotidiană în societatea interbelică. Notă: Formulează cel puțin trei argumente. 2 2 3 2 3 4 5 6 7 2",!Teste examene 2016 - 2024/2017/Sesiunea de baza/09_ist_test_ro_sb17.pdf,pdfs/2017-sesiunea-de-baza-test.pdf#page=6
9,2017-suplimentara-test-i-1,2017-suplimentara-test,2017,Suplimentara,,I.1,I,1,item,3,"1 Studiază diagrama. Formulează, cu trimitere la diagramă, o caracteristică a economiei statelor dezvoltate în perioada postbelică. Argumentează răspunsul. , 2 3",!Teste examene 2016 - 2024/2017/Suplimentara/09_ist_test_ro_ss17.pdf,pdfs/2017-suplimentara-test.pdf#page=3
9,2017-suplimentara-test-i-2,2017-suplimentara-test,2017,Suplimentara,,I.2,I,2,item,3,2 Studiază imaginea. Explică de ce fotografia poate fi considerată un simbol pentru blocada Berlinului (1948-1949) – prima criză majoră a Războiului Rece. Argumentează răspunsul. 2 3,!Teste examene 2016 - 2024/2017/Suplimentara/09_ist_test_ro_ss17.pdf,pdfs/2017-suplimentara-test.pdf#page=3
9,2017-suplimentara-test-i-3,2017-suplimentara-test,2017,Suplimentara,,I.3,I,3,item,3,"3 Studiază caricatura. Determină la ce etapă din istoria URSS face trimitere autorul. Argumentează răspunsul. 2 3 Fotografie: Marea Adunare Națională, 27 august 1989",!Teste examene 2016 - 2024/2017/Suplimentara/09_ist_test_ro_ss17.pdf,pdfs/2017-suplimentara-test.pdf#page=3
9,2017-suplimentara-test-i-4,2017-suplimentara-test,2017,Suplimentara,,I.4,I,4,item,4,"4 Studiază titlul articolului. Formulează, cu trimitere la această știre, un obiectiv al politicii externe a Republicii Moldova la etapa actuală. Argumentează răspunsul. , 2 3",!Teste examene 2016 - 2024/2017/Suplimentara/09_ist_test_ro_ss17.pdf,pdfs/2017-suplimentara-test.pdf#page=4
9,2017-suplimentara-test-ii-all,2017-suplimentara-test,2017,Suplimentara,,II.all,II,all,section,4,"SUBIECTUL al II-lea (23 de puncte) Studiază materialul suport și realizează sarcinile propuse. SURSA A. SURSA B. „Adunarea Na țională din 27 august 1989, convocată în special pentru a for ța Sovietul Suprem de atunci să adopte legile ce urmau să dea limbii române statut de limbă de stat, a șezând-o, din punct de vedere politic, deasupra limbii ruse, s -a dovedit a fi un fenomen extraordinar: prin masa impresionant ă a participan ților, […] prin numărul și calitatea vorbitorilor și, mai ales, prin aceea ce s -a spus acolo, acesta este un fenomen absolut singular în istoria românilor.” (I. Țurcanu, Republica Moldova independentă (1991-2001)) SURSA C. „[…] Sute de mii de oameni, veni ți din toate col țurile republicii, au inundat pur și simplu atât piața cât și împrejurimile acesteia. După unele estimări, numărul acestora s-a ridicat până la opt sute de mii. Mulți dintre demonstranți purtau steaguri tricolore, lozinci, icoane. La ora prevăzută, printr -un scurt cuvânt, am deschis Marea Adunare Na țională. Mulțimea scanda „Libertate!”, „Independen ță!”. Au rostit cuvântări șeful statului, primul -ministru, deputați, lideri și membri de rând ai Frontului Popular din Moldova. […] La ora 12. 00 am deschis ședința extraordinară a Parlamentului. Momentul culminant l -au constituit citirea de către pre ședintele Parlamentului a textului proiectului Declara ției de Independență a Republicii Moldova și votarea nominală a documentului. Decl arația a fost votată unanim de cei 277 de deputa ți prezenți în sală. […] Deputa ții și oaspeții prezenți la ședință […] au revenit în Pia ța Marii Adunări Na ționale, în mijlocul mul țimii, care îi a ștepta cu nerăbdare. Abia atunci am sim țit cât de importantă a fost prezen ța în inima capitalei a sute de mii de oameni în momentul votării Declarației de Independență. (Gh. Cojocaru, Interviu cu Alexandru Moșanu) Nr. Item Scor 1 Scrie, utilizând sursele și valorificând cunoștințele obținute anterior, când au avut loc cele două Mari Adunări Naționale la care fac trimitere autorii. Sursa A: Sursa C: 2 2 Explică scopul convocării celor două Mari Adunări Naționale analizate în surse. Sursa A: Sursa C: 2 3 4 3 Definește termenul Declarație de Independență. 2 4 Apreciază contribuția Parlamentului și a poporului în desfășurarea evenimentelor ce au avut ca rezultat proclamarea Independenței Republicii Moldova. Argumentează răspunsul cu trimitere la surse. 2 3 4 5 5 Identifică în sursa C rezultatul punerii la vot a proiectului Declarației de Independență a Republicii Moldova. Utilizează sursa C și cunoștințele obținute anterior. 6 Formulează două consecințe ale adoptării Declarației de Independență a Republicii Moldova. Consecința 1: 2 3 4 Consecința 2: Utilizează sursele și cunoștințele obținute anterior. 7 Exprimă-ți opinia: De ce locul din inima capitalei Republicii Moldova a fost numit Piața Marii Adunări Naționale? Formulează două argumente. 2 3 4 5",!Teste examene 2016 - 2024/2017/Suplimentara/09_ist_test_ro_ss17.pdf,pdfs/2017-suplimentara-test.pdf#page=4
9,2017-suplimentara-test-ii-2,2017-suplimentara-test,2017,Suplimentara,,II.2,II,2,item,5,2 Explică scopul convocării celor două Mari Adunări Naționale analizate în surse. Sursa A: Sursa C: 2 3 4 3 Definește termenul Declarație de Independență. 2,!Teste examene 2016 - 2024/2017/Suplimentara/09_ist_test_ro_ss17.pdf,pdfs/2017-suplimentara-test.pdf#page=5
9,2017-suplimentara-test-ii-4,2017-suplimentara-test,2017,Suplimentara,,II.4,II,4,item,5,4 Apreciază contribuția Parlamentului și a poporului în desfășurarea evenimentelor ce au avut ca rezultat proclamarea Independenței Republicii Moldova. Argumentează răspunsul cu trimitere la surse. 2 3 4 5,!Teste examene 2016 - 2024/2017/Suplimentara/09_ist_test_ro_ss17.pdf,pdfs/2017-suplimentara-test.pdf#page=5
9,2017-suplimentara-test-ii-5,2017-suplimentara-test,2017,Suplimentara,,II.5,II,5,item,5,5 Identifică în sursa C rezultatul punerii la vot a proiectului Declarației de Independență a Republicii Moldova. L 0,!Teste examene 2016 - 2024/2017/Suplimentara/09_ist_test_ro_ss17.pdf,pdfs/2017-suplimentara-test.pdf#page=5
9,2017-suplimentara-test-ii-1,2017-suplimentara-test,2017,Suplimentara,,II.1,II,1,item,5,1 Utilizează sursa C și cunoștințele obținute anterior.,!Teste examene 2016 - 2024/2017/Suplimentara/09_ist_test_ro_ss17.pdf,pdfs/2017-suplimentara-test.pdf#page=5
9,2017-suplimentara-test-ii-6,2017-suplimentara-test,2017,Suplimentara,,II.6,II,6,item,5,6 Formulează două consecințe ale adoptării Declarației de Independență a Republicii Moldova. Consecința 1: 2 3 4 Consecința 2: Utilizează sursele și cunoștințele obținute anterior.,!Teste examene 2016 - 2024/2017/Suplimentara/09_ist_test_ro_ss17.pdf,pdfs/2017-suplimentara-test.pdf#page=5
9,2017-suplimentara-test-ii-7,2017-suplimentara-test,2017,Suplimentara,,II.7,II,7,item,6,7 Exprimă-ți opinia: De ce locul din inima capitalei Republicii Moldova a fost numit Piața Marii Adunări Naționale? Formulează două argumente. 2 3 4 5,!Teste examene 2016 - 2024/2017/Suplimentara/09_ist_test_ro_ss17.pdf,pdfs/2017-suplimentara-test.pdf#page=6
