task_id,topic_id,status,note
2017-sesiunea-de-baza-test-i-2,15,approved,"Evenimentele din Polonia marcheaza declansarea celui de-al Doilea Razboi Mondial."
2017-sesiunea-de-baza-test-i-3,18,approved,"Caderea Zidului Berlinului este un reper al finalului Razboiului Rece."
2017-sesiunea-de-baza-test-ii-all,22,approved,"Subiectul este despre Declaratia de independenta si Marile Adunari Nationale."
2017-sesiunea-de-baza-test-ii-all,14,approved,"Sursa discuta formarea RSSM din 1940."
2017-sesiunea-de-baza-test-ii-all,12,approved,"Sursa porneste de la ocuparea Basarabiei si consecintele Pactului sovieto-german."
2017-sesiunea-de-baza-test-iii-essay,10,approved,"Eseul trateaza stiinta, tehnica si cultura cotidiana in perioada interbelica."
2017-suplimentara-test-i-2,18,approved,"Blocada Berlinului este prima criza majora a Razboiului Rece."
2017-suplimentara-test-i-3,22,approved,"Marea Adunare Nationala din 27 august 1989 tine de miscarea nationala din RSSM."
2017-suplimentara-test-ii-all,22,approved,"Subiectul trateaza Marile Adunari Nationale si proclamarea independentei Republicii Moldova."
2017-suplimentara-test-iii-essay,4,approved,"Eseul trateaza Tratatul de la Versailles si consecintele sale pentru Germania."
2016-esantion-test-1-i-1,8,approved,"Diagrama cere o cauza a reformei agrare din Basarabia."
2016-esantion-test-1-i-2,9,approved,"Tabelul despre GULAG in anii 1930 descrie represiuni staliniste in spatiul sovietic."
2016-esantion-test-1-i-4,18,approved,"Sigla este folosita pentru caracterizarea relatiilor internationale postbelice."
2016-esantion-test-1-ii-all,7,approved,"Subiectul trateaza PNL, Constitutia si reformele Romaniei interbelice."
2016-esantion-test-1-ii-all,3,approved,"Consolidarea unitatii nationale dupa Marea Unire este centrala."
2016-esantion-test-1-iii-essay,4,approved,"Eseul trateaza Tratatul de la Versailles."
2016-esantion-test-2-i-1,7,approved,"Diagrama trateaza dezvoltarea economiei Romaniei interbelice."
2016-esantion-test-2-i-2,12,approved,"Crucificarea Poloniei de catre Hitler si Stalin trimite la Pactul Molotov-Ribbentrop."
2016-esantion-test-2-i-2,15,approved,"Impartirea Poloniei este legata de declansarea celui de-al Doilea Razboi Mondial."
2016-esantion-test-2-i-3,7,approved,"Foaia volanta cere o caracteristica a regimului politic din Romania interbelica."
2016-esantion-test-2-i-4,5,approved,"Tabelul evidentiaza SUA ca putere economica interbelica."
2016-esantion-test-2-i-4,6,approved,"Tabelul include Germania si Franta ca puteri economice europene interbelice."
2016-esantion-test-2-ii-all,6,approved,"Subiectul trateaza Germania nazista si noua ordine in Europa."
2016-esantion-test-2-ii-all,15,approved,"Include al Doilea Razboi Mondial si Holocaustul."
2016-esantion-test-2-ii-all,17,approved,"Include consecintele razboiului si prevenirea unei noi conflagratii."
2016-esantion-test-2-iii-essay,8,approved,"Eseul trateaza renasterea spirituala a Basarabiei interbelice."
2016-pretestare-test-i-1,7,approved,"Imaginea cere o ramura industriala dezvoltata in Romania interbelica."
2016-pretestare-test-i-4,26,approved,"Diagrama fortei de munca din SUA in 1998 ilustreaza efecte ale revolutiei tehnico-stiintifice."
2016-pretestare-test-i-4,5,approved,"Itemul cere explicit efecte in dezvoltarea economica a SUA."
2016-pretestare-test-ii-all,18,approved,"Subiectul trateaza relatiile URSS-Europa de Est si rezistenta anticomunista postbelica."
2016-pretestare-test-ii-all,19,approved,"Moartea lui Stalin si controlul sovietic asupra lagarului socialist tin de URSS postbelica."
2016-pretestare-test-iii-essay,9,approved,"Eseul trateaza RASSM ca miniatura a regimului totalitar sovietic."
2016-sesiunea-de-baza-test-i-1,7,approved,"Diagrama cere o concluzie despre dezvoltarea economica a Romaniei interbelice."
2016-sesiunea-de-baza-test-i-3,12,approved,"Ziua europeana a comemorarii victimelor stalinismului si nazismului este legata de consecintele Pactului Ribbentrop-Molotov."
2016-sesiunea-de-baza-test-i-4,24,approved,"Editarea ziarelor in limba romana in RSSM tine de cultura si presa in RSSM."
2016-sesiunea-de-baza-test-ii-all,4,approved,"Subiectul trateaza Sistemul de la Versailles."
2016-sesiunea-de-baza-test-ii-all,6,approved,"Include actiunile Germaniei naziste care distrug ordinea de la Versailles."
2016-sesiunea-de-baza-test-iii-essay,23,approved,"Eseul trateaza Razboiul de pe Nistru si consecintele sale."
2016-suplimentara-test-i-1,14,approved,"Stema cu simboluri sovietice trimite la trecutul RSSM."
2016-suplimentara-test-i-4,9,approved,"Tabelul despre GULAG in anii 1930 descrie represiuni staliniste in spatiul sovietic."
2016-suplimentara-test-ii-all,12,approved,"Subiectul trateaza Pactul Molotov-Ribbentrop si delimitarea sferelor de interes."
2016-suplimentara-test-ii-all,13,approved,"Include nota ultimativa si destinul Basarabiei in vara anului 1940."
2016-suplimentara-test-ii-all,15,approved,"Contextul include declansarea celui de-al Doilea Razboi Mondial."
2016-suplimentara-test-iii-essay,8,approved,"Eseul trateaza invatamantul si spiritualitatea Basarabiei interbelice."
